cartier,864606733.2944463,1614415727.1948764
jlec,1160289545.0643828,5202371059.885578
omega,174471786.44892028,170297878.86264437
bulgari,31547513.682033643,187131223.3596477
iwc,3361330122.9528027,74900692.1905957
bm,1557068.2549626569,820127.4703581742
longines,713133.241741506,714345.2518140995
