cartier,21988.22841876774,33522.72727272727,113,22
jlec,31410.41204217536,60666.454081632655,102,49
omega,12430.865043392712,13744.293295148247,537,210
bulgari,9754.375620655412,20280.562106918238,38,30
iwc,36221.83776067528,18130.077306079664,114,18
bm,3346.1084905660377,3372.31394129979,49,9
longines,1571.970813679245,1955.8888561320753,200,96
