cartier,13767.688679245282,14173.054245283018
jlec,21300.1179245283,35672.16981132075
omega,7253.832547169811,8773.584905660377
bulgari,7620.872641509433,12455.778301886792
iwc,13811.91037735849,19147.995283018867
bm,3051.2971698113206,3331.3679245283015
longines,1186.6155660377358,1562.5
